Region,Country,Product Category,Product Name,Sales Amount,Year,Discount,Profit Margin,Order Priority,Customer Age,Payment Method,Delivery Status
Africa,Nigeria,Furniture,Table,13517.83,2020,17.29,12.14,Medium,49,Credit Card,Shipped
Africa,Nigeria,Furniture,Bed,14894.34,2020,20.13,28.67,High,53,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,484.18,2020,13.07,46.89,Low,25,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,530.3,2020,12.85,49.15,High,21,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Chair,1401.63,2020,6.14,39.4,High,54,Cash,Pending
Africa,Nigeria,Furniture,Table,512.67,2020,5.44,33.63,Medium,69,Cash,Shipped
Africa,Nigeria,Furniture,Table,12880.72,2020,15.4,33.94,Low,32,Bank Transfer,Pending
Africa,Nigeria,Furniture,Chair,3132.98,2020,21.47,40.01,High,46,Cash,Pending
Africa,Nigeria,Furniture,Table,10708.27,2020,8.71,33.14,High,68,PayPal,Pending
Africa,Nigeria,Furniture,Table,16813.97,2020,19.89,38.88,Low,29,Cash,Shipped
Africa,Nigeria,Furniture,Table,8623.53,2020,20.76,16.44,Low,51,Cash,Delivered
Africa,Nigeria,Furniture,Table,568.57,2020,18.9,24.26,Low,62,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Table,10176.38,2020,23.75,12.24,Medium,49,Credit Card,Shipped
Africa,Nigeria,Furniture,Chair,2072.85,2020,26.47,32.38,Medium,29,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,13170.1,2020,12.58,44.03,Low,53,PayPal,Pending
Africa,Nigeria,Furniture,Table,481.83,2020,6.36,17.55,Low,21,Cash,Delivered
Africa,Nigeria,Furniture,Chair,2909.12,2021,24.18,13.9,Low,69,PayPal,Delivered
Africa,Nigeria,Furniture,Bed,15829.25,2021,6.15,17.89,Low,22,PayPal,Delivered
Africa,Nigeria,Furniture,Sofa,6922.01,2021,10.68,16.27,Medium,19,Cash,Delivered
Africa,Nigeria,Furniture,Chair,2108.18,2021,6.4,17.7,High,64,Cash,Shipped
Africa,Nigeria,Furniture,Table,11818.5,2021,17.87,13.49,Low,33,Cash,Delivered
Africa,Nigeria,Furniture,Table,12285.04,2021,16.09,20.03,Low,59,PayPal,Pending
Africa,Nigeria,Furniture,Bed,15817.15,2021,5.27,36.79,High,31,Cash,Delivered
Africa,Nigeria,Furniture,Chair,1383.92,2021,28.54,29.64,High,54,Cash,Shipped
Africa,Nigeria,Furniture,Table,8379.46,2021,13.06,10.57,High,47,Cash,Shipped
Africa,Nigeria,Furniture,Chair,2710.66,2021,21.94,13.2,High,61,Cash,Delivered
Africa,Nigeria,Furniture,Chair,2377.7,2021,5.77,39.1,High,66,Cash,Shipped
Africa,Nigeria,Furniture,Chair,3087.16,2021,20.92,40.54,High,43,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Bed,13227.34,2021,18.19,25.64,High,65,PayPal,Delivered
Africa,Nigeria,Furniture,Sofa,10459.74,2021,7.46,25.04,Medium,55,PayPal,Delivered
Africa,Nigeria,Furniture,Bed,16595.1,2021,6.45,31.77,Low,43,Bank Transfer,Pending
Africa,Nigeria,Furniture,Table,10968.05,2021,11.29,33.17,High,29,PayPal,Delivered
Africa,Nigeria,Furniture,Table,8446.17,2021,13.06,44.77,High,62,Cash,Pending
Africa,Nigeria,Furniture,Chair,2103.23,2021,5.95,35.89,High,21,Cash,Shipped
Africa,Nigeria,Furniture,Table,8137.5,2021,5.67,17.68,Medium,54,PayPal,Delivered
Africa,Nigeria,Furniture,Bed,12398.31,2021,8.81,47.65,Medium,68,Cash,Pending
Africa,Nigeria,Furniture,Chair,2844.8,2021,8.53,32.75,Medium,27,Credit Card,Shipped
Africa,Nigeria,Furniture,Table,9443.67,2021,16.87,31.09,Medium,32,Credit Card,Pending
Africa,Nigeria,Furniture,Table,473.03,2021,14.48,36.52,Low,66,Cash,Delivered
Africa,Nigeria,Furniture,Sofa,7859.52,2021,16.42,35.35,High,63,Cash,Delivered
Africa,Nigeria,Furniture,Bed,13806.85,2021,19.25,25.54,High,55,Credit Card,Pending
Africa,Nigeria,Furniture,Sofa,7293.58,2021,26.58,41.91,Medium,38,Credit Card,Pending
Africa,Nigeria,Furniture,Table,14659.65,2021,6.72,47.53,Low,45,PayPal,Delivered
Africa,Nigeria,Furniture,Table,11248.51,2021,6.95,26.01,High,53,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,17297.36,2021,6.03,37.46,High,42,Credit Card,Pending
Africa,Nigeria,Furniture,Table,528.18,2021,9.77,29.37,Low,40,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Bed,15471.6,2022,15.98,37.68,Low,42,Credit Card,Shipped
Africa,Nigeria,Furniture,Chair,1648.12,2022,10.65,35.05,Medium,61,Credit Card,Delivered
Africa,Nigeria,Furniture,Sofa,9349.86,2022,13.25,39.28,High,40,Cash,Pending
Africa,Nigeria,Furniture,Sofa,6932.64,2022,24.99,39.05,Medium,68,Cash,Pending
Africa,Nigeria,Furniture,Chair,1710.58,2022,29.27,34.09,Medium,37,Cash,Pending
Africa,Nigeria,Furniture,Table,489.82,2022,5.55,42.05,High,43,Cash,Delivered
Africa,Nigeria,Furniture,Table,490.95,2022,21.29,28.26,Low,50,PayPal,Pending
Africa,Nigeria,Furniture,Chair,2678.01,2022,29.07,40.7,Medium,45,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Table,476.0,2022,20.44,23.16,High,47,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Bed,12786.93,2022,27.36,13.68,Low,18,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Bed,13156.88,2022,21.18,24.09,High,59,PayPal,Pending
Africa,Nigeria,Furniture,Table,16818.81,2022,19.52,19.89,High,58,Bank Transfer,Pending
Africa,Nigeria,Furniture,Sofa,9694.14,2022,10.22,21.74,Low,46,PayPal,Pending
Africa,Nigeria,Furniture,Sofa,9872.67,2022,24.83,36.06,Medium,21,Credit Card,Delivered
Africa,Nigeria,Furniture,Sofa,9363.93,2022,6.41,48.85,Low,42,Cash,Shipped
Africa,Nigeria,Furniture,Sofa,7792.14,2022,24.05,25.48,Medium,44,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Table,16478.92,2022,17.83,27.05,High,55,Credit Card,Delivered
Africa,Nigeria,Furniture,Bed,12945.13,2022,5.83,39.36,High,24,Cash,Shipped
Africa,Nigeria,Furniture,Table,9601.73,2022,29.96,26.74,High,54,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,14328.92,2022,21.96,23.44,Medium,37,PayPal,Pending
Africa,Nigeria,Furniture,Table,536.53,2022,9.55,27.92,Low,28,Bank Transfer,Pending
Africa,Nigeria,Furniture,Chair,2231.36,2022,12.91,29.89,Low,29,Cash,Delivered
Africa,Nigeria,Furniture,Table,15602.8,2022,25.81,17.95,Medium,63,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,629.06,2022,14.93,29.91,Medium,38,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,12230.2,2022,15.09,29.63,Low,20,Credit Card,Shipped
Africa,Nigeria,Furniture,Chair,1323.91,2022,23.67,24.13,High,43,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,543.06,2022,20.27,10.34,Medium,51,PayPal,Delivered
Africa,Nigeria,Furniture,Bed,12416.09,2022,25.66,13.92,Medium,20,Cash,Delivered
Africa,Nigeria,Furniture,Table,531.35,2022,21.47,43.62,High,43,Cash,Shipped
Africa,Nigeria,Furniture,Chair,1577.8,2022,20.79,35.33,Low,55,PayPal,Pending
Africa,Nigeria,Furniture,Chair,2832.21,2023,27.27,16.78,Low,50,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Chair,2451.95,2023,7.01,42.67,Low,55,PayPal,Delivered
Africa,Nigeria,Furniture,Chair,1975.31,2023,9.7,20.77,Medium,23,Cash,Pending
Africa,Nigeria,Furniture,Chair,2460.39,2023,5.28,27.86,Low,20,Cash,Delivered
Africa,Nigeria,Furniture,Chair,2838.31,2023,13.05,48.57,Low,51,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Table,10158.24,2023,18.24,27.49,Low,68,Credit Card,Pending
Africa,Nigeria,Furniture,Sofa,10059.56,2023,13.4,40.3,Low,21,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Chair,2085.25,2023,12.52,13.23,Low,57,Credit Card,Shipped
Africa,Nigeria,Furniture,Table,12336.53,2023,7.5,27.31,Low,46,Cash,Shipped
Africa,Nigeria,Furniture,Chair,2639.56,2023,28.1,20.35,Medium,35,PayPal,Pending
Africa,Nigeria,Furniture,Chair,3229.5,2023,11.42,42.68,Low,61,PayPal,Delivered
Africa,Nigeria,Furniture,Table,14397.29,2023,15.19,35.05,High,32,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,14232.92,2023,9.49,40.47,High,46,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Table,12984.61,2023,8.1,45.32,Low,70,Cash,Shipped
Africa,Nigeria,Furniture,Sofa,9945.93,2023,9.25,24.26,Low,30,Bank Transfer,Pending
Africa,Nigeria,Furniture,Table,16737.71,2023,27.47,13.41,Low,60,Cash,Shipped
Africa,Nigeria,Furniture,Table,455.82,2023,28.2,16.45,Low,26,Cash,Delivered
Africa,Nigeria,Furniture,Bed,11858.09,2023,17.61,20.3,High,39,Credit Card,Pending
Africa,Nigeria,Furniture,Table,10621.06,2023,27.06,19.98,Medium,58,Cash,Shipped
Africa,Nigeria,Furniture,Bed,15133.43,2023,28.5,41.47,High,60,Cash,Shipped
Africa,Nigeria,Furniture,Chair,1657.6,2023,24.54,39.06,Medium,36,Bank Transfer,Pending
Africa,Nigeria,Furniture,Chair,1643.89,2023,22.16,23.3,Low,18,Cash,Shipped
Africa,Nigeria,Furniture,Bed,13405.61,2023,26.95,25.72,High,36,Bank Transfer,Pending
Africa,Nigeria,Furniture,Bed,16922.06,2023,25.96,13.35,Low,27,Cash,Pending
Africa,Nigeria,Furniture,Sofa,7547.93,2023,26.4,36.78,High,22,PayPal,Shipped
Africa,Nigeria,Furniture,Table,9344.17,2023,24.27,15.7,High,21,Credit Card,Pending
Africa,Nigeria,Furniture,Bed,14101.04,2023,26.41,39.0,Medium,40,Cash,Shipped
Africa,Nigeria,Furniture,Chair,2217.14,2023,28.28,16.82,Medium,33,Credit Card,Delivered
Africa,Nigeria,Furniture,Sofa,7447.89,2023,9.07,23.06,Medium,48,PayPal,Pending
Africa,Nigeria,Furniture,Table,8378.83,2023,27.02,31.86,Medium,62,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Sofa,9157.67,2024,9.28,26.33,Medium,59,PayPal,Delivered
Africa,Nigeria,Furniture,Sofa,10702.44,2024,28.87,22.87,High,33,Credit Card,Delivered
Africa,Nigeria,Furniture,Chair,1355.37,2024,19.21,41.51,Low,59,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,13473.61,2024,5.18,21.8,High,49,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Sofa,9914.38,2024,18.61,36.93,High,44,Cash,Shipped
Africa,Nigeria,Furniture,Table,533.43,2024,8.44,43.63,Low,38,PayPal,Pending
Africa,Nigeria,Furniture,Chair,2441.02,2024,20.59,26.35,Medium,24,PayPal,Delivered
Africa,Nigeria,Furniture,Table,14946.67,2024,8.79,34.51,Medium,54,Cash,Shipped
Africa,Nigeria,Furniture,Chair,1610.92,2024,10.4,23.11,High,70,PayPal,Shipped
Africa,Nigeria,Furniture,Chair,1981.22,2024,20.98,18.41,Low,34,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Chair,2150.31,2024,10.73,32.03,Low,26,Credit Card,Shipped
Africa,Nigeria,Furniture,Chair,1860.96,2024,8.45,36.08,High,61,Credit Card,Shipped
Africa,Nigeria,Furniture,Table,16524.81,2024,29.01,16.93,Low,44,Credit Card,Pending
Africa,Nigeria,Furniture,Chair,2047.22,2024,13.78,17.97,Low,65,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Bed,16291.77,2024,23.65,48.82,Low,58,Credit Card,Shipped
Africa,Nigeria,Furniture,Bed,13091.55,2024,14.96,14.94,Low,54,PayPal,Delivered
Africa,Nigeria,Furniture,Chair,1732.94,2024,21.58,12.36,Low,24,Cash,Shipped
Africa,Nigeria,Furniture,Bed,15106.88,2024,13.27,27.43,High,31,Bank Transfer,Pending
Africa,Nigeria,Furniture,Bed,16714.54,2024,6.94,12.92,High,34,Credit Card,Delivered
Africa,Nigeria,Furniture,Bed,11582.2,2024,14.01,11.92,Low,24,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,574.14,2024,6.21,37.76,Low,69,Credit Card,Shipped
Africa,Nigeria,Furniture,Table,14342.61,2024,16.5,41.16,High,65,Cash,Pending
Africa,Nigeria,Furniture,Table,8973.62,2024,5.66,15.58,High,20,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,14780.6,2024,8.55,27.12,High,49,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Chair,1322.49,2024,15.72,10.06,High,58,Cash,Pending
Africa,Nigeria,Furniture,Table,8055.85,2024,21.55,47.98,High,34,PayPal,Shipped
Africa,Nigeria,Furniture,Chair,2040.75,2024,7.83,41.59,Medium,36,Credit Card,Delivered
Africa,Nigeria,Furniture,Bed,16320.66,2024,28.15,22.19,Medium,27,Credit Card,Shipped
Africa,Nigeria,Furniture,Table,15309.99,2024,8.7,23.12,Low,68,PayPal,Pending
Africa,Nigeria,Furniture,Table,10587.39,2024,6.82,40.45,Low,52,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Bed,14278.99,2025,14.77,44.4,Medium,28,PayPal,Shipped
Africa,Nigeria,Furniture,Chair,1934.12,2025,7.76,43.23,Medium,38,PayPal,Shipped
Africa,Nigeria,Furniture,Chair,2736.21,2025,20.11,15.22,Low,61,Cash,Delivered
Africa,Nigeria,Furniture,Bed,15427.56,2025,21.69,40.36,Low,48,PayPal,Delivered
Africa,Nigeria,Furniture,Chair,3093.99,2025,18.06,20.71,High,51,Cash,Shipped
Africa,Nigeria,Furniture,Bed,14147.18,2025,5.14,40.96,Medium,32,PayPal,Shipped
Africa,Nigeria,Furniture,Chair,2755.33,2025,7.92,29.95,Medium,52,Cash,Delivered
Africa,Nigeria,Furniture,Chair,1745.81,2025,13.21,48.86,Medium,41,Cash,Shipped
Africa,Nigeria,Furniture,Chair,2536.67,2025,23.86,18.58,High,49,Cash,Shipped
Africa,Nigeria,Furniture,Bed,14989.09,2025,29.83,48.99,Medium,61,PayPal,Pending
Africa,Nigeria,Furniture,Bed,11104.02,2025,18.08,39.72,Low,31,Credit Card,Pending
Africa,Nigeria,Furniture,Chair,2177.5,2025,13.67,17.45,Medium,28,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Table,672.85,2025,11.3,19.35,High,33,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,14646.92,2025,14.78,15.68,Low,54,Credit Card,Delivered
Africa,Nigeria,Furniture,Table,14881.5,2025,13.97,26.43,Medium,54,PayPal,Pending
Africa,Nigeria,Furniture,Chair,3162.1,2025,23.31,44.82,High,54,Credit Card,Pending
Africa,Nigeria,Furniture,Sofa,9564.21,2025,18.78,25.26,High,55,Cash,Pending
Africa,Nigeria,Furniture,Table,16569.71,2025,16.26,17.43,Low,37,Bank Transfer,Pending
Africa,Nigeria,Furniture,Sofa,9282.59,2025,21.95,19.94,Medium,42,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Bed,16024.41,2025,10.64,34.53,High,48,PayPal,Shipped
Africa,Nigeria,Furniture,Bed,13555.4,2025,29.86,39.6,Medium,59,PayPal,Shipped
Africa,Nigeria,Furniture,Sofa,8901.19,2025,23.86,47.2,High,50,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Chair,2429.55,2025,18.2,23.67,High,42,Bank Transfer,Shipped
Africa,Nigeria,Furniture,Sofa,8747.8,2025,19.77,11.47,High,57,PayPal,Delivered
Africa,Nigeria,Furniture,Sofa,9142.99,2025,11.69,17.08,High,38,Credit Card,Delivered
Africa,Nigeria,Furniture,Bed,13852.35,2025,15.76,12.23,High,36,Cash,Shipped
Africa,Nigeria,Furniture,Chair,2221.89,2025,15.06,11.08,Low,33,PayPal,Delivered
Africa,Nigeria,Furniture,Table,12597.73,2025,28.97,26.49,Medium,51,PayPal,Pending
Africa,Nigeria,Furniture,Table,11572.79,2025,20.94,20.81,Medium,50,Bank Transfer,Delivered
Africa,Nigeria,Furniture,Table,602.37,2025,20.7,26.42,High,34,PayPal,Delivered
Africa,South Africa,Clothing,Dress,2621.02,2020,7.87,24.35,Low,18,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,7474.44,2020,7.07,32.47,Medium,50,Cash,Pending
Africa,South Africa,Clothing,Jeans,7592.38,2020,28.63,16.01,Medium,47,Credit Card,Delivered
Africa,South Africa,Clothing,Dress,2497.28,2020,23.18,23.51,Medium,64,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,16366.97,2020,18.75,12.6,Low,31,Credit Card,Delivered
Africa,South Africa,Clothing,Dress,2205.83,2020,11.43,12.8,Low,27,Cash,Delivered
Africa,South Africa,Clothing,Jeans,23253.64,2020,11.05,12.75,High,38,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,10210.61,2020,28.25,10.12,High,24,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,9227.35,2020,17.9,32.52,High,58,Bank Transfer,Delivered
Africa,South Africa,Clothing,Dress,2080.32,2020,15.11,39.97,High,22,PayPal,Pending
Africa,South Africa,Clothing,Jeans,19758.71,2020,13.19,48.05,Low,33,Bank Transfer,Delivered
Africa,South Africa,Clothing,Dress,2074.16,2020,9.52,14.99,Medium,68,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,8619.08,2020,23.23,39.02,Low,33,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,15172.63,2020,24.91,39.63,High,53,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,14667.18,2020,23.22,25.97,Medium,53,PayPal,Delivered
Africa,South Africa,Clothing,Dress,2838.05,2020,6.4,25.06,Low,66,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,15271.68,2020,15.85,30.67,High,54,Cash,Delivered
Africa,South Africa,Clothing,Jeans,19685.94,2020,20.75,19.92,Low,69,Credit Card,Pending
Africa,South Africa,Clothing,Dress,2590.31,2020,8.69,23.59,High,19,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,21106.23,2020,29.7,43.19,High,32,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,21324.7,2020,25.54,21.2,Low,38,Cash,Shipped
Africa,South Africa,Clothing,Jeans,19484.66,2020,24.03,16.6,High,23,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,24176.29,2020,18.85,48.75,Medium,44,Credit Card,Delivered
Africa,South Africa,Clothing,Dress,2671.89,2020,17.88,37.66,High,61,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,21156.88,2020,9.54,40.45,Low,36,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,18210.33,2020,14.55,48.56,Medium,36,Cash,Shipped
Africa,South Africa,Clothing,Jeans,8622.76,2020,29.24,47.33,Medium,43,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,15170.27,2020,19.34,23.08,Medium,37,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,7902.41,2020,6.7,13.31,High,69,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,8467.07,2020,7.85,46.9,Low,45,Bank Transfer,Pending
Africa,South Africa,Clothing,Dress,2876.41,2021,29.09,17.5,High,55,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,9033.8,2021,6.56,31.96,High,51,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,20807.6,2021,13.19,30.45,Low,39,PayPal,Delivered
Africa,South Africa,Clothing,Dress,2775.89,2021,11.3,22.55,Low,51,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,19024.43,2021,21.37,28.07,Low,69,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,8066.79,2021,22.94,10.19,Medium,61,Cash,Pending
Africa,South Africa,Clothing,Dress,2703.48,2021,24.48,10.54,Low,68,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,9057.54,2021,22.1,25.93,High,42,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,17866.27,2021,29.24,16.47,High,42,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,18769.35,2021,18.16,14.07,High,39,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,25657.14,2021,22.16,36.74,High,27,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,7591.99,2021,5.96,15.72,High,48,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,14008.89,2021,17.5,23.99,Medium,70,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,8369.27,2021,28.58,48.12,Medium,55,Cash,Delivered
Africa,South Africa,Clothing,Jeans,9387.06,2021,24.34,26.05,Low,22,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,9706.67,2021,11.39,44.49,Low,26,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,20538.1,2021,21.6,14.02,Low,57,PayPal,Pending
Africa,South Africa,Clothing,Jeans,10197.86,2021,28.53,48.06,Medium,68,Cash,Shipped
Africa,South Africa,Clothing,Jeans,21698.19,2021,25.01,14.04,High,63,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,9640.52,2021,20.15,27.01,High,62,Cash,Delivered
Africa,South Africa,Clothing,Jeans,6784.94,2021,21.55,28.78,Low,34,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,7762.18,2021,12.7,48.11,Low,42,Bank Transfer,Delivered
Africa,South Africa,Clothing,Dress,2966.07,2021,7.42,18.01,Low,65,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,6463.18,2021,27.42,18.2,High,34,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,6457.95,2021,22.09,35.22,High,57,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,18257.8,2021,6.14,36.72,High,69,Credit Card,Shipped
Africa,South Africa,Clothing,Dress,2887.51,2021,26.1,30.5,High,23,PayPal,Pending
Africa,South Africa,Clothing,Jeans,18338.87,2021,8.76,14.69,Medium,43,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,12871.67,2021,7.96,37.48,High,41,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,13875.1,2021,27.51,46.51,Low,53,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,7946.76,2022,20.33,45.0,High,57,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,7835.88,2022,28.65,17.27,Medium,67,PayPal,Pending
Africa,South Africa,Clothing,Jeans,8073.03,2022,16.06,37.88,Low,22,Cash,Pending
Africa,South Africa,Clothing,Jeans,22548.76,2022,6.54,37.33,Low,63,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,7218.87,2022,21.53,47.17,Low,21,Cash,Delivered
Africa,South Africa,Clothing,Jeans,20833.7,2022,29.62,41.86,Low,30,PayPal,Shipped
Africa,South Africa,Clothing,Dress,2781.35,2022,14.53,26.46,High,41,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,16716.72,2022,5.4,22.59,Medium,27,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,25116.36,2022,28.69,19.91,Medium,53,Cash,Pending
Africa,South Africa,Clothing,Jeans,18429.7,2022,7.0,36.19,High,33,Cash,Shipped
Africa,South Africa,Clothing,Jeans,8690.7,2022,23.12,26.75,Low,68,Cash,Delivered
Africa,South Africa,Clothing,Jeans,7860.96,2022,18.3,44.9,Low,29,Cash,Shipped
Africa,South Africa,Clothing,Jeans,15528.85,2022,9.13,36.73,High,49,PayPal,Delivered
Africa,South Africa,Clothing,Dress,2226.09,2022,27.92,21.92,Medium,59,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,6818.83,2022,10.79,18.7,High,69,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,22846.49,2022,19.49,30.59,Low,44,Cash,Pending
Africa,South Africa,Clothing,Jeans,10076.29,2022,10.51,12.8,Medium,34,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,15237.05,2022,8.02,30.66,Medium,63,Credit Card,Pending
Africa,South Africa,Clothing,Dress,2324.63,2022,8.89,20.74,Low,26,Cash,Delivered
Africa,South Africa,Clothing,Dress,1990.83,2022,27.61,16.72,Low,59,Cash,Delivered
Africa,South Africa,Clothing,Jeans,7453.25,2022,29.64,21.85,Low,23,Credit Card,Pending
Africa,South Africa,Clothing,Jeans,19170.72,2022,6.74,25.57,High,34,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,7869.16,2022,9.59,36.05,Medium,53,PayPal,Delivered
Africa,South Africa,Clothing,Jeans,9226.06,2022,23.72,49.3,Medium,47,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,7747.76,2022,20.93,49.0,High,29,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,9028.49,2022,9.6,34.5,High,21,Credit Card,Shipped
Africa,South Africa,Clothing,Jeans,9588.52,2022,24.43,44.61,Medium,21,Cash,Delivered
Africa,South Africa,Clothing,Jeans,8927.08,2022,28.63,28.44,High,38,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,20021.11,2022,14.05,34.36,Low,47,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,8405.2,2022,9.29,44.79,High,53,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,17083.93,2023,11.61,43.83,Medium,43,Cash,Pending
Africa,South Africa,Clothing,Jeans,13393.71,2023,6.55,27.45,Medium,24,Cash,Shipped
Africa,South Africa,Clothing,Jeans,8124.55,2023,18.66,31.05,Low,54,Bank Transfer,Shipped
Africa,South Africa,Clothing,Dress,2823.15,2023,27.02,37.17,Low,45,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,19500.18,2023,13.81,44.64,Medium,45,Bank Transfer,Delivered
Africa,South Africa,Clothing,Jeans,9313.16,2023,5.67,26.67,Medium,42,Bank Transfer,Shipped
Africa,South Africa,Clothing,Jeans,8475.73,2023,22.98,22.51,High,18,Credit Card,Delivered
Africa,South Africa,Clothing,Jeans,22129.84,2023,6.71,29.19,Low,46,Credit Card,Delivered
Africa,South Africa,Clothing,Dress,2960.19,2023,19.89,27.44,Medium,67,Credit Card,Delivered
Africa,South Africa,Clothing,Dress,2922.05,2023,15.18,10.41,Medium,64,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,17110.16,2023,9.88,46.36,Medium,31,PayPal,Pending
Africa,South Africa,Clothing,Jeans,7612.41,2023,17.93,48.69,Low,23,PayPal,Pending
Africa,South Africa,Clothing,Jeans,15405.54,2023,16.0,45.3,Medium,56,Cash,Pending
Africa,South Africa,Clothing,Jeans,17189.06,2023,11.32,42.81,Medium,67,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,8840.95,2023,11.96,41.35,Medium,64,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,7671.87,2023,21.49,11.12,High,61,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,7363.98,2023,26.57,18.93,Low,63,PayPal,Delivered
Africa,South Africa,Clothing,Dress,3137.67,2023,19.46,33.8,Medium,67,Cash,Pending
Africa,South Africa,Clothing,Jeans,7118.94,2023,19.5,38.82,Low,39,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,7726.79,2023,28.74,44.92,Medium,46,Bank Transfer,Pending
Africa,South Africa,Clothing,Jeans,19956.86,2023,26.81,17.6,Medium,30,PayPal,Shipped
Africa,South Africa,Clothing,Jeans,7998.06,2023,12.35,45.22,Medium,31,Bank Transfer,Shipped
